word,type
文治武力,pos
文治武功,pos
文深網密,pos
文清如水,pos
文獻之家,pos
文章山斗,pos
文籍先生,pos
文經武略,pos
文經武緯,pos
文覿武匿,pos
文質彬彬,pos
文質斌斌,pos
文採風流,pos
文風不動,pos
齋心滌慮,pos
斑衣戲彩,pos
斗志昂揚,pos
斗酒百篇,pos
斗霜傲雪,pos
料事如神,pos
料敵制勝,pos
斠若畫一,pos
斬關奪隘,pos
斬頭瀝血,pos
斬將搴旗,pos
斬釘切鐵,pos
斬釘截鐵,pos
斫彫為朴,pos
斷決如流,pos
斷頭將軍,pos
斷長續短,pos
斷長補短,pos
斷齏塊粥,pos
斷齏畫粥,pos
新婚宴爾,pos
新婚燕爾,pos
新陳代謝,pos
新穎別致,pos
方便面碗,pos
方興未已,pos
方興未艾,pos
方員可施,pos
方外之士,pos
方聞之士,pos
施舍慷慨,pos
旁征博引,pos
旁求俊彥,pos
旋律優美,pos
旌旗蔽日,pos
旗幟鮮明,pos
旗開得勝,pos
無一不備,pos
無一不知,pos
無上光榮,pos
無與為比,pos
無與倫比,pos
無與比倫,pos
無為而成,pos
無為而治,pos
無為自化,pos
無為自成,pos
無乎不可,pos
無人不曉,pos
無以塞責,pos
無價之寶,pos
無偏無倚,pos
無偏無黨,pos
無偏無陂,pos
無偏無頗,pos
無其倫比,pos
無出其右,pos
無刺激性,pos
無可不可,pos
無可厚非,pos
無可指責,pos
無可挑剔,pos
無可比倫,pos
無可比擬,pos
無可比象,pos
無可置辯,pos
無可諱言,pos
無可責難,pos
無名之朴,pos
無堅不摧,pos
無堅不陷,pos
無聲無臭,pos
無容置疑,pos
無幽不燭,pos
無庸置疑,pos
無往不克,pos
無往不利,pos
無往不勝,pos
無微不至,pos
無憂無慮,pos
無懈可擊,pos
無所不可,pos
無所不備,pos
無所不容,pos
無所不曉,pos
無所不能,pos
無所不通,pos
無所忌諱,pos
無所畏忌,pos
無所畏懼,pos
無所畏憚,pos
無拘無束,pos
無拘無礙,pos
無拘無縛,pos
無施不可,pos
無施不效,pos
無有倫比,pos
無比幸福,pos
無相無作,pos
無私之光,pos
無私無畏,pos
無脛而來,pos
無脛而至,pos
無脛而走,pos
無衣之賦,pos
無邊無際,pos
無邊風月,pos
無隙可乘,pos
日下無雙,pos
日久生情,pos
日乾夕惕,pos
日以繼夜,pos
日就月將,pos
日無暇晷,pos
日旰不食,pos
日旰忘食,pos
日旰忘餐,pos
日昃不食,pos
日昃忘食,pos
日昃旰食,pos
日暖風恬,pos
日月入懷,pos
日有所思,pos
日理萬機,pos
日角偃月,pos
日試萬言,pos
旰食之勞,pos
旰食宵衣,pos
時機成熟,pos
時機適宜,pos
時來運轉,pos
時通運泰,pos
昂頭挺胸,pos
昂頭闊步,pos
昂昂自若,pos
昂然直入,pos
昂然自得,pos
昂藏七尺,pos
昂霄聳壑,pos
昂首挺胸,pos
昂首闊步,pos
昊天罔極,pos
明亮照耀,pos
明公正氣,pos
明堂正道,pos
明察暗訪,pos
明心見性,pos
明快生動,pos
明明白白,pos
明眸皓齒,pos
明窗淨幾,pos
明見萬裡,pos
明辨是非,pos
昏定晨省,pos
易地皆然,pos
易如反掌,pos
易如破竹,pos
星夜兼程,pos
星眸皓齒,pos
星移斗轉,pos
映雪囊螢,pos
春山如笑,pos
春意盎然,pos
春暖花開,pos
春深似海,pos
春風化雨,pos
春風夏雨,pos
春風得意,pos
春風滿面,pos
春風雨露,pos
春風風人,pos
昭德塞違,pos
昭聾發聵,pos
是非分明,pos
晝乾夕惕,pos
晝日三接,pos
顯親揚名,pos
顯姓揚名,pos
顯山露水,pos
顯祖揚名,pos
曉以利害,pos
晚食當肉,pos
晨昏定省,pos
晬面盎背,pos
景色優美,pos
晶瑩剔透,pos
智勇兼全,pos
智周萬物,pos
智圓行方,pos
暖暖秋陽,pos
暖衣飽食,pos
暗室不欺,pos
暗送秋波,pos
暗香疏影,pos
暮鼓晨鐘,pos
曲盡其妙,pos
曲徑通幽,pos
曲突徙薪,pos
曲高和寡,pos
更無長物,pos
更進一竿,pos
替天行道,pos
最輕量級,pos
月下老人,pos
月下花前,pos
月夕花朝,pos
月異日新,pos
月貌花容,pos
有以善處,pos
有伸縮性,pos
有創造力,pos
有判斷力,pos
有利條件,pos
有勇知方,pos
有口皆碑,pos
有同情心,pos
有吸引力,pos
有嘴無心,pos
有嘴沒心,pos
有聲有色,pos
有備無患,pos
有頭有尾,pos
有頭有腦,pos
有頭有臉,pos
有始有卒,pos
有始有終,pos
有征無戰,pos
有心有意,pos
有心眼兒,pos
有思想性,pos
有所作為,pos
有條不紊,pos
有條有理,pos
有板有眼,pos
有根有據,pos
有死無二,pos
有求必應,pos
有滋有味,pos
有愛國心,pos
有理有據,pos
有的放矢,pos
有益健康,pos
有目共睹,pos
有目共賞,pos
有福同享,pos
有恥且格,pos
有膽有識,pos
有腳書廚,pos
有腳陽春,pos
有血有肉,pos
有說有笑,pos
有說服力,pos
有責任心,pos
有進無退,pos
朗朗乾坤,pos
望其項背,pos
望塵追跡,pos
望影揣情,pos
望梅止渴,pos
望眼將穿,pos
望眼欲穿,pos
望表知裡,pos
朝乾夕惕,pos
朝夕相處,pos
朝思暮想,pos
朝氣勃勃,pos
朝氣蓬勃,pos
朝過夕改,pos
朝聞夕改,pos
朝聞夕死,pos
木人石心,pos
未為不可,pos
未卜先知,pos
未明求衣,pos
未焚徙薪,pos
未被污染,pos
未雨綢繆,pos
本支百世,pos
本枝百世,pos
本著良心,pos
本草綱目,pos
朱唇皓齒,pos
朱樓綺戶,pos
朱脣玉面,pos
朱脣皓齒,pos
朱脣粉面,pos
朱輪華轂,pos
朴實無華,pos
機變如神,pos
機杼一家,pos
殺敵致果,pos
殺身成義,pos
殺身成仁,pos
殺身報國,pos
殺雞為黍,pos
權變鋒出,pos
權衡輕重,pos
杏眼圓睜,pos
杏臉桃腮,pos
杏腮桃臉,pos
材士練兵,pos
材高知深,pos
杜斷房謀,pos
杜隙防微,pos
束修自好,pos
束身自好,pos
條入葉貫,pos
條分節解,pos
條脩葉貫,pos
條貫部分,pos
來好息師,pos
來者不拒,pos
來者勿拒,pos
來者居上,pos
杯觥交錯,pos
杰出人物,pos
杵臼之交,pos
鬆枝挂劍,pos
鬆柏後凋,pos
板板正正,pos
極樂世界,pos
極力夸獎,pos
極好的人,pos
極度高興,pos
極情盡致,pos
極負盛譽,pos
析肝劌膽,pos
析肝瀝悃,pos
枕善而居,pos
枕席過師,pos
枕戈寢甲,pos
枕戈待敵,pos
枕戈待旦,pos
枕戈汗馬,pos
林下風度,pos
林下風氣,pos
林下風致,pos
果刑信賞,pos
果熟蒂落,pos
果行育德,pos
枝葉扶疏,pos
枝葉扶蘇,pos
枝繁葉茂,pos
枯木再生,pos
枯木發榮,pos
枯木死灰,pos
枯木逢春,pos
枯枝再春,pos
枯樹逢春,pos
枯骨生肉,pos
枵腹從公,pos
架海金梁,pos
架海金樑,pos
柔中有剛,pos
柔心弱骨,pos
柔情似水,pos
柔情俠骨,pos
柔情密意,pos
柔情綽態,pos
柔枝嫩葉,pos
柔枝嫩條,pos
柔腸百轉,pos
柔膚弱體,pos
柔遠懷來,pos
柔遠懷邇,pos
柔遠能邇,pos
柔遠鎮邇,pos
柱天踏地,pos
柳下借陰,pos
柳寵花迷,pos
柳弱花嬌,pos
柳暗花遮,pos
柳煙花霧,pos
柳眉星眼,pos
柳腰花態,pos
柳腰蓮臉,pos
柴立不阿,pos
標新創異,pos
標新立異,pos
標新豎異,pos
標新競異,pos
標新領異,pos
棧山航海,pos
櫛霜沐露,pos
櫛風沐雨,pos
棟梁之材,pos
櫟陽雨金,pos
樹碑立傳,pos
栩栩如活,pos
栩栩如生,pos
根深葉茂,pos
根深本固,pos
根深蒂結,pos
根盤蒂結,pos
根結盤據,pos
格不相入,pos
格古通今,pos
格守不渝,pos
桂酒椒漿,pos
桃之夭夭,pos
桃夭李艷,pos
桃夭柳媚,pos
桃李爭妍,pos
桃李成蹊,pos
桃李春風,pos
桃李精神,pos
桃李門牆,pos
桃紅柳綠,pos
桃羞杏讓,pos
桃腮柳眼,pos
桃腮粉臉,pos
桃蹊柳曲,pos
桃蹊柳陌,pos
案無留牘,pos
桑廕未移,pos
桑弧蓬矢,pos
夢寐以求,pos
夢魂縈繞,pos
梨花帶雨,pos
梯山架壑,pos
梯山棧谷,pos
棋逢對手,pos
棋逢敵手,pos
棋高一著,pos
楚楚動人,pos
樓閣台榭,pos
概日凌雲,pos
榜上無名,pos
槁項黃馘,pos
橫從穿貫,pos
橫倒豎歪,pos
橫掃千軍,pos
橫眉吐氣,pos
橫翔捷出,pos
樽前月下,pos
樽酒論文,pos
檀郎謝女,pos
櫜弓臥鼓,pos
歡聲笑語,pos
歡聲雷動,pos
歡天喜地,pos
歡慶勝利,pos
歡忻鼓舞,pos
歡歡喜喜,pos
歡欣鼓舞,pos
歡歌笑語,pos
歡蹦亂跳,pos
歡迸亂跳,pos
欣喜若狂,pos
欣欣向榮,pos
欣欣自得,pos
欣然自得,pos
歐鷺忘機,pos
欲蓋彌彰,pos
欺硬怕軟,pos
款款深深,pos
歌功頌德,pos
歌聲繞梁,pos
歌舞昇平,pos
歙漆阿膠,pos
止於至善,pos
正中下懷,pos
正義凜然,pos
正人君子,pos
正兒巴經,pos
正大堂煌,pos
正大堂皇,pos
正式批准,pos
正心誠意,pos
正明公道,pos
正正堂堂,pos
正正氣氣,pos
正氣凜然,pos
正理平治,pos
正直公平,pos
正直無私,pos
正襟危坐,pos
正視繩行,pos
正言厲色,pos
正面人物,pos
歪七扭八,pos
歪歪扭扭,pos
歪歪斜斜,pos
死不旋踵,pos
死不瞑目,pos
死中求活,pos
死中求生,pos
死得其所,pos
死心塌地,pos
死而不朽,pos
死而後已,pos
死裡求生,pos
死骨更肉,pos
殊死搏斗,pos
殫思極慮,pos
殫智竭力,pos
殫精極慮,pos
殫精畢力,pos
殫精竭力,pos
殫精竭慮,pos
殫見洽文,pos
殫見洽聞,pos
殫誠畢慮,pos
殫謀戮力,pos
殫財竭力,pos
毀家紓國,pos
毀家紓難,pos
毅然決然,pos
毋庸置言,pos
每飯不忘,pos
比冀齊飛,pos
比屋而封,pos
比戶可封,pos
比武招親,pos
毫不利己,pos
毫不含糊,pos
毫不猶豫,pos
毫不畏懼,pos
毫分縷析,pos
毫厘不爽,pos
毫發不差,pos
毫發不爽,pos
毫無保留,pos
毫無錯誤,pos
毫無問題,pos
民為邦國,pos
民主自由,pos
民和年稔,pos
民富國彊,pos
民族英雄,pos
民殷國富,pos
民淳俗厚,pos
民生在勤,pos
民脂民膏,pos
民膏民脂,pos
氣義相投,pos
氣沖霄漢,pos
氣決泉達,pos
氣勢磅礡,pos
氣壓山河,pos
氣吞宇宙,pos
氣吞山河,pos
氣吞湖海,pos
氣吞虹蜺,pos
氣味相投,pos
氣壯如牛,pos
氣壯山河,pos
氣壯河山,pos
氣宇軒昂,pos
氣度不凡,pos
氣度恢宏,pos
氣概不凡,pos
氣滿志得,pos
氣滿志驕,pos
氣血方剛,pos
氣誼相投,pos
氣象萬千,pos
氣貫長虹,pos
氣逾霄漢,pos
氣驕志滿,pos
水乳交融,pos
水光山色,pos
水到渠成,pos
水到魚行,pos
水天一色,pos
水盡山窮,pos
水月觀音,pos
水木明瑟,pos
水來土掩,pos
水漲船高,pos
水滴石穿,pos
水火不辭,pos
水碧山綠,pos
水米無交,pos
水色山光,pos
水落石出,pos
水長船高,pos
永垂不朽,pos
求之不得,pos
求仁得仁,pos
求全責備,pos
求民病利,pos
求真務實,pos
求賢若渴,pos
汗牛充屋,pos
汗牛充棟,pos
汗牛塞棟,pos
汗馬之功,pos
汗馬之勞,pos
汗馬功勞,pos
江山如畫,pos
汶陽田反,pos
洶涌澎湃,pos
沁人心肺,pos
沁人心脾,pos
沁人心腑,pos
沁人肺腑,pos
沁入心扉,pos
沁入心脾,pos
沁入肺腑,pos
沅茝灃蘭,pos
沉潛剛克,pos
沉魚落雁,pos
沒世不忘,pos
沒世不渝,pos
沒世無聞,pos
沒世窮年,pos
沒衛飲羽,pos
沒石飲羽,pos
沒齒不忘,pos
沒齒無怨,pos
沒齒難忘,pos
瀝膽墮肝,pos
瀝膽披肝,pos
瀝膽抽腸,pos
瀝膽濯肝,pos
瀝膽隳肝,pos
瀝血叩心,pos
瀝血披心,pos
瀝血披肝,pos
河出伏流,pos
河沙世界,pos
河潤澤及,pos
河清社鳴,pos
油然而生,pos
治亂存亡,pos
治國安民,pos
治病救人,pos
沾沾自喜,pos
沿波討源,pos
波光粼粼,pos
波瀾壯闊,pos
波瀾老成,pos
泥而不滓,pos
注重實際,pos
泰山壓卵,pos
泰山磐石,pos
泰然處之,pos
泰然自若,pos
泱泱大風,pos
潔己從公,pos
潔己奉公,pos
潔濁揚清,pos
潔清自矢,pos
潔身累行,pos
潔身自好,pos
潔身自守,pos
潔身自律,pos
潔身自愛,pos
洋洋大觀,pos
洋洋得意,pos
洋洋自得,pos
洒心更始,pos
洗心回面,pos
洗心換骨,pos
洗心滌慮,pos
洗心自新,pos
洗心革面,pos
洗手奉公,pos
洗手奉職,pos
洗耳恭聽,pos
洗耳拱聽,pos
洛陽紙貴,pos
洞中肯綮,pos
洞天福地,pos
洞如觀火,pos
洞幽燭微,pos
洞幽燭遠,pos
洞房花燭,pos
洞若觀火,pos
洞見症結,pos
洞鑒古今,pos
洞隱燭微,pos
津津有味,pos
活靈活現,pos
活神活現,pos
活色生香,pos
活蹦亂跳,pos
活蹦活跳,pos
活龍活現,pos
洽博多聞,pos
洽聞強記,pos
流星掣電,pos
流星趕月,pos
流星飛電,pos
流水桃花,pos
流水落花,pos
流水行雲,pos
流溺忘反,pos
流離播越,pos
流離播遷,pos
流離轉徙,pos
流膾人口,pos
流芳千古,pos
流芳百世,pos
流連忘反,pos
流連忘返,pos
流金鑠石,pos
流風回雪,pos
流風餘韻,pos
漿水不交,pos
澆瓜之惠,pos
濟世經邦,pos
濟困扶危,pos
濟弱扶傾,pos
渾然一體,pos
渾然天成,pos
渾然自成,pos
渾身是膽,pos
渾金璞玉,pos
渾金白玉,pos
濃妝艷裹,pos
濃桃艷李,pos
浩如煙海,pos
浩浩蕩蕩,pos
浩然之氣,pos
浩然正氣,pos
浪子回頭,pos
浪酒閒茶,pos
浮家泛宅,pos
浮想聯翩,pos
浴血奮戰,pos
海不波溢,pos
海枯石爛,pos
海涵地負,pos
海盟山咒,pos
海闊天空,pos
涂歌巷舞,pos
涂歌裡詠,pos
涂歌裡抃,pos
涅而不淄,pos
涅而不緇,pos
涉筆成趣,pos
涎玉沫珠,pos
涓滴之勞,pos
涓滴歸公,pos
渙爾冰開,pos
渙然冰釋,pos
渙若冰消,pos
渙若冰釋,pos
滌瑕蕩穢,pos
涸魚得水,pos
淋漓盡致,pos
淑質英才,pos
淘沙得金,pos
淡水交情,pos
深中篤行,pos
深中隱厚,pos
深仁厚澤,pos
深入人心,pos
深入顯出,pos
深入淺出,pos
深切注意,pos
深切著明,pos
深歷淺揭,pos
深受感動,pos
深圖密慮,pos
深圖遠算,pos
深壁高壘,pos
深思遠慮,pos
深情厚意,pos
深情厚誼,pos
深惟重慮,pos
深耕易耨,pos
深自砥礪,pos
深藏若虛,pos
深見遠慮,pos
深計遠慮,pos
深謀遠慮,pos
混世魔王,pos
混然天成,pos
添磚加瓦,pos
清和平允,pos
清心寡欲,pos
清新淡雅,pos
清晰可辨,pos
清晰明了,pos
清楚易懂,pos
清歌妙舞,pos
清清白白,pos
清源正本,pos
清辭麗句,pos
清風兩袖,pos
清風亮節,pos
清風勁節,pos
清風峻節,pos
清風明月,pos
清風高節,pos
淵圖遠算,pos
淵涌風厲,pos
淵涓蠖濩,pos
淵蜎蠖伏,pos
淵謀遠略,pos
漸入佳境,pos
漸至佳境,pos
漁人之利,pos
溫凊定省,pos
溫席扇枕,pos
溫情密意,pos
溫情脈脈,pos
溫情蜜意,pos
溫文儒雅,pos
溫枕扇席,pos
溫柔親切,pos
溫生絕裾,pos
渭川千畝,pos
游刃有余,pos
游刃有餘,pos
游響停雲,pos
游戲三昧,pos
游騎無歸,pos
湖光山色,pos
湛恩汪濊,pos
源源不絕,pos
源遠流長,pos
溜光水滑,pos
滔滔不斷,pos
滔滔不竭,pos
滔滔不絕,pos
滔滔滾滾,pos
滕蛟起鳳,pos
滾瓜流水,pos
滾瓜爛熟,pos
滿坐風生,pos
滿心歡喜,pos
滿懷敬畏,pos
滿懷激情,pos
滿懷豪情,pos
滿而不溢,pos
滿臉春色,pos
滿腔熱忱,pos
滿腔熱血,pos
滿腹經綸,pos
滿載而歸,pos
滴水不漏,pos
漂漂亮亮,pos
漆身吞炭,pos
潛光匿曜,pos
潛光隱德,pos
潛精研思,pos
潛精積思,pos
澡身浴德,pos
激昂慷慨,pos
激薄停澆,pos
火樹銀花,pos
火眼金睛,pos
燈火輝煌,pos
靈丹妙藥,pos
靈機一動,pos
靈活機動,pos
靈蛇之珠,pos
灸艾分痛,pos
灼然無疑,pos
灼見真知,pos
燦爛奪目,pos
燦若雲霞,pos
爐火純青,pos
炙雞漬酒,pos
炯炯有神,pos
炳炳麟磷,pos
點頭會意,pos
點頭哈腰,pos
點頭稱是,pos
點水不漏,pos
點石成金,pos
點金成鐵,pos
煉石補天,pos
爛熳天真,pos
爛若舒錦,pos
烈烈轟轟,pos
烘堂大笑,pos
燭照數計,pos
熱心快腸,pos
熱心苦口,pos
熱情洋溢,pos
熱氣騰騰,pos
熱火朝天,pos
熱熱鬧鬧,pos
熱血沸騰,pos
煥然一新,pos
煥然如新,pos
焚膏繼晷,pos
煨乾就濕,pos
煨乾避濕,pos
熊羆之師,pos
熙來攘往,pos
熟思審處,pos
熟能生巧,pos
熟讀深思,pos
熟路輕車,pos
熟路輕轍,pos
熠熠生輝,pos
燃糠自照,pos
燃荻夜讀,pos
燃萁之敏,pos
燎發摧枯,pos
燎如觀火,pos
燎若觀火,pos
燕妒鶯慚,pos
愛不忍釋,pos
愛不釋手,pos
愛人利物,pos
愛人好士,pos
愛人如己,pos
愛國如家,pos
愛好和平,pos
愛如己出,pos
愛憎分明,pos
愛日惜力,pos
愛民如子,pos
愛老虎油,pos
爽心悅目,pos
爽心豁目,pos
爽然自失,pos
片言折獄,pos
牙簽犀軸,pos
牙簽錦軸,pos
牛刀小試,pos
牛角書生,pos
牛角挂書,pos
牢不可拔,pos
牢不可破,pos
牢甲利兵,pos
物廉價美,pos
物有所值,pos
物美價廉,pos
物阜民豐,pos
物阜民康,pos
牽腸挂肚,pos
犀照牛渚,pos
犀燃燭照,pos
犀角燭怪,pos
犁庭掃穴,pos
犬馬之報,pos
犯而不校,pos
犯而不較,pos
犯而勿校,pos
犯顏極諫,pos
狂熱贊揚,pos
狐死首丘,pos
狖軛鼯軒,pos
獨一無二,pos
獨具一格,pos
獨具匠心,pos
獨具隻眼,pos
獨具特色,pos
獨出心裁,pos
獨出新裁,pos
獨佔鰲頭,pos
獨佔鱉頭,pos
獨當一面,pos
獨樹一幟,pos
獨步一時,pos
獨步天下,pos
獨秀一枝,pos
獨立自主,pos
獨膽英雄,pos
獨辟蹊徑,pos
獨領風騷,pos
獨鶴雞群,pos
狷介之士,pos
猛志常在,pos
猛虎插翅,pos
猛虎添翼,pos
獻可替否,pos
率馬以驥,pos
玉質金相,pos
玉骨冰肌,pos
環肥蕉瘓,pos
玲瓏剔透,pos
玲瓏透漏,pos
珊瑚在網,pos
珠圍翠擁,pos
珠圍翠繞,pos
珠圓玉潔,pos
珠圓玉潤,pos
珠歌翠舞,pos
珠玉在側,pos
珠璧交輝,pos
珠聯玉映,pos
珠規玉矩,pos
珠還合浦,pos
珠連璧合,pos
珠零錦粲,pos
班荊道故,pos
班衣戲採,pos
琅琅上口,pos
理冤摘伏,pos
理直氣壯,pos
琪華瑤草,pos
琪花玉樹,pos
琪花瑤草,pos
琳琅滿目,pos
琳琅觸目,pos
琴心劍膽,pos
琴瑟之好,pos
琴瑟和同,pos
瓊漿玉液,pos
瑕不掩瑜,pos
瑜百瑕一,pos
瑞獸珍禽,pos
瑰意奇行,pos
瑰意琦行,pos
璞玉渾金,pos
瓜熟蒂落,pos
瓮中之鱉,pos
瓮中捉鱉,pos
甑塵釜魚,pos
甘之如飴,pos
甘心如薺,pos
甘心情願,pos
甘心瞑目,pos
甘棠遺愛,pos
甘言美語,pos
甘貧守志,pos
甘雨隨車,pos
甜甜蜜蜜,pos
生兒育女,pos
生動活潑,pos
生寄死歸,pos
生日快樂,pos
生機勃勃,pos
生機盎然,pos
生死不二,pos
生死與共,pos
生死之交,pos
生死骨肉,pos
生氣勃勃,pos
生聚教訓,pos
生花妙筆,pos
生財有道,pos
生龍活虎,pos
用兵如神,pos
用心用意,pos
用心良苦,pos
由衷之言,pos
畫棟雕梁,pos
暢所欲言,pos
暢通無阻,pos
留芳萬古,pos
留芳後世,pos
略跡原情,pos
疏財仗義,pos
疏財重義,pos
痌瘝在抱,pos
痛快淋漓,pos
痛改前非,pos
痛痒相關,pos
痛痛快快,pos
痛飲黃龍,pos
痴心不改,pos
痴心妄想,pos
登堂入室,pos
登峰造極,pos
登高望遠,pos
登高能賦,pos
白天黑夜,pos
白頭偕老,pos
白頭相守,pos
白水鑒心,pos
白玉無暇,pos
白玉無瑕,pos
白璧微瑕,pos
白璧無暇,pos
白璧無瑕,pos
白眼相看,pos
白裡透紅,pos
白首不渝,pos
白首之心,pos
白首北面,pos
白骨再肉,pos
百萬雄師,pos
百不失一,pos
百世不磨,pos
百舉百全,pos
百事可樂,pos
百事大吉,pos
百伶百俐,pos
百獸率舞,pos
百卉千葩,pos
百聽不厭,pos
百堵皆作,pos
百家爭鳴,pos
百尺竿頭,pos
百歲千秋,pos
百年偕老,pos
百廢俱興,pos
百戰不殆,pos
百折不回,pos
百折不撓,pos
百無一失,pos
百無禁忌,pos
百步穿楊,pos
百煉之鋼,pos
百花爭艷,pos
百花生日,pos
百花齊放,pos
百讀不厭,pos
百敗不折,pos
百裡挑一,pos
皆大歡喜,pos
皓首窮經,pos
皦短心長,pos
蓋世無雙,pos
盛極一時,pos
盛食厲兵,pos
目不斜視,pos
目不暇接,pos
目不窺園,pos
目不苟視,pos
目不轉睛,pos
目不邪視,pos
目光如炬,pos
目光炯炯,pos
目光遠大,pos
目擊道存,pos
目如懸珠,pos
目無全牛,pos
目牛無全,pos
目量意營,pos
直內方外,pos
直到事人,pos
直心眼兒,pos
直截了當,pos
直抒己見,pos
直接了當,pos
直來直去,pos
直言不諱,pos
直言切諫,pos
直言盡意,pos
直言極諫,pos
直言正色,pos
直言正諫,pos
直諒多聞,pos
直道而行,pos
相親相愛,pos
相依為命,pos
相儒以沫,pos
相去無幾,pos
相庄如賓,pos
相待如賓,pos
相得益章,pos
相忍為國,pos
相忘形骸,pos
相機行事,pos
相濡以沫,pos
相視而笑,pos
相貌堂堂,pos
相輔相成,pos
相輔而行,pos
省吃儉用,pos
眉開眼笑,pos
眉開跟笑,pos
眉清目秀,pos
眉目勿畫,pos
眉目如畫,pos
眉飛色舞,pos
看得上眼,pos
看殺衛玠,pos
真刀真槍,pos
真實可信,pos
真心實意,pos
真心真意,pos
真心誠意,pos
真情實意,pos
真才實學,pos
真獨簡貴,pos
真相大白,pos
真真切切,pos
真真實實,pos
真知卓見,pos
真知灼見,pos
眼光遠大,pos
眼光銳利,pos
眼明心亮,pos
眼明手快,pos
眼疾手快,pos
著手成春,pos
睹始知終,pos
睹物思人,pos
睹著知微,pos
瞧得上眼,pos
瞽言萏議,pos
矢志不愈,pos
矢志不渝,pos
矢志不移,pos
知書識禮,pos
知書達理,pos
知書達禮,pos
知人善任,pos
知冷著熱,pos
知冷知熱,pos
知己知彼,pos
知恩必報,pos
知恩報恩,pos
知情達理,pos
知止不殆,pos
知疼著熱,pos
知被知己,pos
知足常樂,pos
知過必改,pos
知遇之恩,pos
知難而退,pos
短小精悍,pos
石赤不奪,pos
砌紅堆綠,pos
研桑心計,pos
研精殫力,pos
研精殫思,pos
研精畢智,pos
研精竭慮,pos
研精覃思,pos
研經鑄史,pos
砥厲廉隅,pos
砥柱中流,pos
砥礪名節,pos
砥節勵行,pos
砥節厲行,pos
砥節礪行,pos
破壁飛去,pos
破家為國,pos
破崖絕角,pos
破柱求奸,pos
破涕成笑,pos
破肝糜胃,pos
破腦刳心,pos
礪世摩鈍,pos
礪世磨鈍,pos
碩大無朋,pos
碩果僅存,pos
確乎不拔,pos
確固不拔,pos
確然不群,pos
碎玉零璣,pos
碎身糜軀,pos
碧血丹心,pos
磊浪不羈,pos
磊磊落落,pos
磊落不羈,pos
磊落光明,pos
磊落豪橫,pos
磊落軼蕩,pos
磊落颯爽,pos
磨厲以須,pos
磨形煉性,pos
磨杵成針,pos
磨砥刻厲,pos
磨礲浸灌,pos
磨穿鐵硯,pos
禮讓為國,pos
禮賢下士,pos
社會效益,pos
祖祖輩輩,pos
祝僇祝鯁,pos
祝鯁祝噎,pos
神乎其技,pos
神乎其神,pos
神會心融,pos
神兵天將,pos
神到之筆,pos
神功聖化,pos
神聖工巧,pos
神完氣足,pos
神工天巧,pos
神工意匠,pos
神工鬼力,pos
神工鬼斧,pos
神志正常,pos
神志清明,pos
神懌氣愉,pos
神意自若,pos
神抶電擊,pos
神搖目奪,pos
神施鬼設,pos
神智健全,pos
神機妙算,pos
神來之筆,pos
神來氣旺,pos
神樞鬼藏,pos
神氣十足,pos
神氣活現,pos
神清氣朗,pos
神清氣爽,pos
神清氣茂,pos
神清骨秀,pos
神而明之,pos
神至之筆,pos
神色不動,pos
神色自若,pos
神採奕奕,pos
神採煥發,pos
神採飛揚,pos
神飛氣揚,pos
神飛色舞,pos
神魂顛倒,pos
神魂飛越,pos
神龍馬壯,pos
祟論宏議,pos
祥風時雨,pos
禁鼎一臠,pos
禪世雕龍,pos
離世異俗,pos
離世絕俗,pos
離世遁上,pos
離奇古怪,pos
離蔬釋屩,pos
離蔬釋蹻,pos
秀出班行,pos
秀外惠中,pos
秀外願中,pos
秀色可餐,pos
秉公辦理,pos
秉公無私,pos
秉持公正,pos
秉筆直書,pos
秋毫無犯,pos
秋高氣爽,pos
種子選手,pos
科技興農,pos
秩序井然,pos
秩然不紊,pos
積厚流廣,pos
積雪囊螢,pos
稱體裁衣,pos
稱兄道弟,pos
稱德度功,pos
稱心如意,pos
移山倒海,pos
移樽就教,pos
移風易俗,pos
稀世之珍,pos
程門立雪,pos
稍勝一籌,pos
稚齒婑婿,pos
穩如泰山,pos
穩扎穩打,pos
穩操左券,pos
穩操勝算,pos
窮不失義,pos
空前絕後,pos
空古絕今,pos
空谷足音,pos
穿雲裂石,pos
突飛猛進,pos
窈窕淑女,pos
窗明幾淨,pos
立功贖罪,pos
立地書櫥,pos
立竿見影,pos
立身揚名,pos
豎起脊梁,pos
站得住腳,pos
童叟無欺,pos
竭盡全力,pos
竭盡全心,pos
端端正正,pos
竹頭木屑,pos
竹苞鬆茂,pos
篤志好學,pos
篤行不倦,pos
笑容可掬,pos
笑逐言開,pos
笑逐顏開,pos
筆下生花,pos
筆下超生,pos
筆大如椽,pos
筆底生花,pos
筆掃千軍,pos
筆走龍蛇,pos
筆飽墨酣,pos
符合要求,pos
笨鳥先飛,pos
篳路藍縷,pos
簡便易行,pos
簡單明了,pos
簡明扼要,pos
算無遺策,pos
管止神行,pos
簞食壺漿,pos
箭不虛發,pos
粉妝玉琢,pos
粉裝玉琢,pos
粗中有細,pos
粗衣淡飯,pos
粗衣粝食,pos
粟紅貫朽,pos
精兵簡政,pos
精力充沛,pos
精衛填海,pos
精彩紛呈,pos
精彩絕倫,pos
精打細算,pos
精明強干,pos
精益求精,pos
精神十足,pos
精神抖擻,pos
精神滿腹,pos
