text,label,id
美國政客真無恥，習慣了撒謊、偷竊、欺騙！,-1,1288
裝備不錯啊，那些防毒面具可不便宜。殺無赦！怎麼沒人逃到歐美申請政治庇護？是沒人權，那就都送上船，讓他們從墨西哥偷渡到美國。,0,1289
美國要制裁港人好啊，這種逆子外人揍一頓在拖回來當媽的在制裁制裁，中國和美國說的那麼場面話,-1,1290
成能日九up、全世界有邊個國家咁傻同美國打,0,1291
了解下你的美國爹對古巴的政策，呵呵,-1,1292
臺灣是全世界醫療最先進的地區癌症各種絕症都可以治療得好呢而且還免費我不吹牛啊這個可是真的可能你們都不知道吧而且臺灣醫療免費做各種大手術都是免費比如說換腎換肝換肺換心臟脊髓換骨頭這些都是免費了而且還各種民生福利都是很好啊臺灣預計在2025年內做到水電費氣網費都是免費的了而且公車都是免費搭乘而且政府預計在2030年內免費爲臺灣居民每個月發放15000美元而且臺灣工資2030年內最低不低於5000美元爲標準而且一天上班不超過5小時而且臺灣2030年做到無犯罪率的地區臺灣在2035年軍事實力超過美國實力是美國的7倍2035年內臺灣有20艏1500000000噸位排水量空氣能航母5000艏戰列艦7000艏驅逐艦8000架大型運輸機轟炸機500架F22可在650小時內完成架戰鬥直升機5800架坦克世界上最先進的58000架裝甲車80000架核彈頭50枚氫彈89枚飛彈500000枚防空導彈9800000枚人造衛星580枚這些你們都不知道吧！,0,1293
@詹劍當美國宣布成立太空軍，CHINA就已經輸了..代表你北斗衛星會給美國弄瞎眼~又等於什麼呢?你導彈打不出去知道不?航母無法定位就無法戰鬥!你在裝逼呀!可憐唷~,1,1294
美國敢擊沉山東艦？美國有多大把握？他自己的航母已經退出第一島鏈了。中國大陸不是伊拉克，不是敘利亞，中國有能力保証和美國相互摧毀。而且，美國跟中國打，無法控制戰爭的范圍和強度！跟中國這樣的大國開打，美國是需要拼命的！美國能為了台灣去拼命？我們拭目以待！,-1,1295
開心不各位漢奸？終於要開展啦，你們美國爸爸發話啦。馬克龍一句話，美國就讓全法國工人罷工。各位兒子一定要聽話，不然美國爸爸會讓你們小灣灣沉沒的。,-1,1296
"吳敦義和韓國瑜很明顯是國民黨全面赤化的始作傭者,他們兩人在還沒拿到黨內的權力之前,國民黨走的可不是一味親中,而是友中親美的路線",0,1297
呵呵，美國是世界言論自由民主自由的燈塔搖搖欲墜，台灣還在自吹言論自由民主燈塔，都雞巴什麼逼樣啦，快點出法律，大陸誰去抓誰，支持槍斃,-1,1298
這個事件其實是民進黨和老老美美策劃了，為的就是軍隊重新洗牌，安插自己的人進去。,-1,1299
@下賤的美日走狗——綠蛙哪個商人不唯利是圖？？既然離開政治何不多賺點錢瀟洒人生！,0,1300
老番癲越來越糊塗說蔡英文沒有不愉快所以不構成性騷擾以蔡英文的姿色就算被撩的春心蕩漾很舒服在美國職場待過都知道這種鏡頭正好是美國性騷擾教育影片中告訴你要避免的以總統的高位等於是變相的做了一個錯誤的示範鼓勵年輕人效法 以為性騷擾老妹可以讓她們爽一下,0,1301
超希望美國早點武統中國。建立真正的地球聯盟國,1,1302
真是無語，民間跟軍方是一回事嗎？搞清楚這之間的區別跟差距嗎？怎麼不說是美國的二手設備太差勁啊！出售點好點設備好不好。還美國會協助，協助啥啊，無非就是調查是不是直升機的機械故障！！如果真的是，那麼報道上肯定會說沒有機械故障，因為美國不可能讓你報道中會出現這樣的結論，因為美國會協助你啊！,-1,1303
@李嘉福我猜有些是禁華為，有些是立反滲透法，有些就是支持中國人權法，百百種，跟美國對暗號,0,1304
這次的不分區名單請台灣所有的手足同胞看清楚，這是共產黨不分區名單，絕對絕對不能投國民黨，要不然中共的立委就可以進台灣的國會去審查台灣的預算，台灣就再也沒有軍事機密可言.......美國也會降低對台灣的支持力度，不但會嚴重影響到台灣的經濟根台灣人民的生命安全........國民黨已不可相信，一定一定要告訴所有支持藍軍的長輩想進一切辦法說服他們全面毀滅垃圾國民黨，蔣經國說過中共不可信一國兩制是不切實際的幻想，現在藍軍都披著蔣經國的皮來騙長輩，完全對蔣經國的一點尊敬都沒有一定不能讓他們在用蔣經國來騙選票，要不然蔣經國一定會死不瞑目。,0,1305
傻屌，美國之前制裁伊朗石油的時候，俄羅斯武器還是賣給伊朗，中國還是買伊朗石油，根本不吊美國好嗎,-1,1306
@YunLee你邏輯有問題啊，中美雖然貿易戰，可並沒有一個中國人把美國明目張膽的列為敵國，甚至發証戰爭的敵人啊，當然可以做生意啊，隻不過在為做生意誰賺了誰虧了吵架而已，但不妨礙兩方做生意。那台灣和大陸呢，是一邊賺著我們的錢，一邊說大陸的壞話，就拿這個節目來說，他們裡面的人難道沒有親戚朋友在大陸賺錢嗎，甚至本人都在賺大陸錢，在節目裡卻一直說大陸壞話，還有民進黨，搞台獨的，又有多少人一邊批評大陸沒有民主自由，另一邊賺專制不自由的錢吃飯還說真香！厚顏無恥說的就是他們了！,0,1307
必須將民進黨下架，米國勢力將會影響大中華統一的目標。選擇親中韓國瑜與國民黨是台灣發大財最正確的選擇,-1,1308
其實一國兩制，成功和失敗都取決於人民，人民齊心向著穩定發展靠著大陸那就是澳門悶聲發大財。人民不齊心，舔著英美，搞亂社會那就要自食其果像香港。,-1,1309
五眼聯盟呵呵...中共全球滲透情報網呵呵...居然還有人想要親美親中從中某取利益呵呵...情報戰毛都比不上.,0,1310
"民進黨己經跟可惡的共產黨沒二樣了!照民進黨講小孩不能親,那美國最愛有禮儀的互親,親小孩的不就全死光了!真是沒知識的胡說八道!說出去真是世界笑話!",0,1311
美國心中隻有私利，沒有公義!全靠他.....穩死A!,-1,1312
現在想想習當年修改憲法（主席總任期可以超過兩屆）還是對的，可能早就預料到美國會如此對待中國，但是如果到第二屆不連任換了一個新的主席，難道會比一個老手更適合跟美國硬抗嗎？,-1,1313
在國際上是不講法律的，地球村就像一個黑社會，美國就是黑老大，英法是投靠老大的小弟，打手,-1,1314
台灣人民要知道了解？美國－－根本救不了台灣？隻會用來勒索中國大陸而已？,-1,1315
維持現狀=每況愈下。因為中共國不斷滲透，買通親共人士。美國過去的廿年也是如此。但美國已經開始意識到危機並開始保護自己並對抗中共國，從政治，經濟，外交，科技，國防，全方位保護自己並對付中共。台灣也必須如此。,1,1316
美國認定：Taiwan，RepublicofChina我在美國申請護照時，官方糾正的！,0,1317
美軍的強悍(說打就打!!!)共軍的軟弱(懼戰賠款...)--------------全世界都看得很清楚~哈哈~,1,1318
美國隊已經進來囉～統除黨頭頭求饒囉～,1,1319
包子沒內衣：臥槽，昨天晚上忘了買股票了！哈沒內衣：我買了，可是賺太少了。早知道昨晚多射幾個飛蛋！（美股昨天盤後跌500點，今天川普講話後大漲。零傷亡。）,0,1320
趙主持說到和美國那段說的太好了👍,0,1321
@SChao和美國貿易戰簽合同中國有佔優勢嗎,0,1322
要申請也申美國的吧。反正都賣國了干嘛不買貴點哈哈哈哈,0,1323
"俄國還欠美國人情,伊朗也祗希望作秀~~大家檯下交易,給世人看戲.",0,1324
黃志偉大陸一直給台灣送錢，台灣一直給美國送錢，居然還有人說美國好，我也是服氣。,-1,1325
美國介入叫關懷，中共介入叫消滅中華民國，這不會好笑嗎？民進黨何時稱台灣為中華民國，到了選舉才會搬出我愛中華民國,-1,1326
其實，也是土共的轉捩點。土共是個高度獨裁貪污的政體，依照經濟理論一定邁向瓦解。美中貿易衝突是個必會出現的分水嶺。但台灣得穩紮穩打，輕忽不得！,0,1327
台灣的老百姓看明白了沒有，你們是美國的汪汪，地區無外交？,-1,1328
OMG臺灣人都像你一樣眼盲心盲抱著臺灣健保當做臺灣之光，完全是一個美國藥廠和臺灣藥界騙上億元的貪污騙局，錢都被騙走，健保隻是中空乾枯的，普通老百姓手中滿滿拿到那些藥丸當是臺灣的政績還嘲笑鄰居，你們倒底愚蠢無知和蔡博士死鴨子嘴硬，話巳至此，大家一起等著瞧破産的日子吧,-1,1329
希拉裡搞了幾百億美金的民主基金，這些黑料，連一些中國人都知道，美國人會不知道？這些錢都是她私人小金庫。,-1,1330
@C.EHsiao小英真可憐呀，一選上60國家傳來賀電。你要5個邦交還是美國免簽?另外，你知道誰更可憐嗎？就是用汗水用鮮血幫你爭取民主自由的列祖列宗。這麼不滿，去，去對岸跟黃安住，去了不要回來。,0,1331
美國的政策也會永遠嗎，要制裁你就制裁你，民主國家耶,-1,1332
還好！美國之音水准的陳破空沒有發言！沒有另我失望！,0,1333
美國流感有藥，有藥還死六千六，還在這裡噴大陸，舔美國！大陸沒特效藥才沒了多少人？“民主自由”國家的人就像癩蛤蟆一樣，渾身長疥瘡，還看人家不干淨！,-1,1334
張雲不鎖國美國還可以苟延殘喘，鎖國就徹底沒落，現在科技發展速度有多快，誰能鎖國？,-1,1335
"看中文就好MyChinesepostsareoftenscreenedout.Whyyoudepriveorlimitconstitutionalspeechright?Reallyboringnews!!!Everysingledayjustusingthepoll#toconfusetheviewers!Thepolljustareference,totallybasedonallthe#wasstupid!WhatwrongwiththemedianewsinTaiwan!!!Soannoying!Unbelievable!WakeUpandbeyourownboss,maketherightdecisiononthe2020election!:(:(:(查登革熱歷史悠久防疫視同作戰2014年死傷約15000人依古代軍法前線指揮官市長秋後問斬FormanyconsiderationsTaiwangovernmenthastointervene陳同佳criminalcase.行政院長要求韓依公文程序申請緊急軍費貽誤軍機夷三族(可上訴)TheartofPoliticsforUKtoplayoffContinentalEuropeiscalledBalanceofPower.InthepastUKwithGermanybeatoffNapoleon.UKwithFranceandUSAbeatoffHitler.TherealdisputeinTaiwanishowtolivewithMainlandChina.",0,1336
"“從林法則:全世界都在分食香港,美國得到了更多的談判籌碼,中國大陸收獲了更大的民族凝聚力，新加坡分得了更多的外匯和人才，日本韓國澳門瓜分了大陸游客和消費,然而在爭取所謂“自由”的香港，卻失去了自由、資金、人才、安全和未來。灣灣以為撿到槍，其實隻是一面鏡子，可以好好看自己什麼樣...…”",0,1337
台灣的選舉美國少來指三道四，我們要把總統票投給有能力的宋楚瑜關美國屁事。,-1,1338
我想提醒你，咱們大陸曾經80年代跟美國交好時也是搶著買黑鷹直升機。而且後來八九年那事以後全世界嚴厲譴責共產黨，中國再想買美國就不賣了。一直到2008年四川汶川大地震，黑鷹直升機還在服役去救災。講話前想清楚，我不認為美國貨有問題。,1,1339
中共武統台灣是自取滅亡：中共進攻台灣，導致美國航母保台，導致中共打美國航母，導致美國核打擊中共-------因美國早就聲明--------如美航母受攻，將首先用核！所以，我們每天都在盼望中共武統台灣，以便早日滅共！,1,1340
@陳宏奇舔共的太多直接讓美國的來好了,0,1341
@ChenTotti大陸確實希望統一，但也不是什麼都為了統一！當然，站在一些獨派來說，大陸一切對台的好意都當做統一手段這樣的想法，也確實可以理解！不過我相信，隻要台灣不宣布獨立，大陸武力統一的可能性幾乎沒有！因為就算不管老美，打下了台灣，台灣民眾也不會認可，所以沒這個必要。也就是說，老共最希望的，其實也是兩岸安安穩穩，對台灣來說這樣也是利益最大化，即不接受中共統治，又能享受大陸優惠政策，還能從美國那裡弄點好處！這也是大陸為什麼老要九二共識！可惜，蔡政府為了選戰，不得不打出反中牌，制造恐中情緒，就像你們這樣的，明明給一些優惠或者雙贏的政策，在你們眼裡都是利他性，都是中共滲透。其實也超搞笑的，這和當年中共的宣傳差不多，講資本主義的糖衣炮彈啦，腐朽生活啦，金錢誘惑什麼的，都差不多！然後呢，有了大躍進，有了文革！硬生生把自己搞殘！好在後來放下成見改革開放才走上正軌。歸根到底，高筑牆，廣積糧，緩稱王才是最好的選擇，就像幾十年前的大陸，採取韜光養晦政策。難道當初大陸人沒有委屈？飛機被撞，忍了，大使館被炸也忍了，各種技術被限制都忍了，一心發展經濟壯大自己，慢慢的才有了現在的成就！現在，你們即沒有高牆，也沒有余糧，偏偏要急著要稱王，要對立，逼著大陸對台採取一些強硬手段，是，年輕人高興了，獨派爽了，犧牲的卻是台灣的經濟和未來，值嗎？,0,1342
aapo過譽了過譽了，隻是狗肉多吃了點，不值一提的長處。隻是說起牆來還是比不過您美爹川普，您就不要謬贊了。,-1,1343
也不用獨立了，去當美國一州也不用花錢買武器.名稱就叫極樂台灣州，重溫賺美金吧。雙語教學不是問題，還有失業就濟金可領，歡迎美國介入選舉，含美國老二含的真是沾沾自喜成這樣，品位果然高尚。,-1,1344
"巷子內的哦…！我是因為一位親戚是民進黨資深基層黨工，從他嘴裡才稍微知道一點點內幕，據他說選前一,二週民進黨將會打出對國民黨的致命一擊(請注意~不是針對草包，草包已經提前打烊了！現在隻是差別在於草包能否領到選舉補助款而已，真正針對的是國民黨的區域立委。)我這位親戚黨工因為被約束保密，所以隻含糊的說~美國老大哥太厲害了！",1,1345
"反滲透法是沒有宣佈戒嚴的戒嚴法把有關400萬台商眷陸生台生旅遊甚至於小英都可各機關函送抓起來我不喜歡你呢?蔡英文是務實的""中共代理人""與匪鬥爭的方法隻曉得不是舔共就是衝撞用衝撞老共來護主權騙選票被踢出國際組織比賽斷交國增加主權越護越少投蔡英文就是投共台灣有主權有軍隊有台灣海峽有美國不武統會失去自由民主嗎?若失去大陸市場經濟會變窮你不怕嗎?東廠依舊在肥貓處處生檯面上吃香喝辣的人能不黑韓到見骨嗎?未來願意繼續這樣，那就別投韓國瑜，如果認為無論如何都要改一下，那就衹能投韓國瑜",0,1346
怎感覺美國現在拼命在拍台灣馬屁(誤！,0,1347
沈富雄弱智啊，香港是全中國最富有的地方，一分錢稅不用繳，你居然好意思讓祖國掏錢解決貧富差距？香港教育裡面說一句祖國好話就要被罵在洗腦。你們的美國爹不是一直在大陸不要出手嗎？要碧蓮嗎？,-1,1348
誰讓你們花高價買美國的二手貨👽👽這些直升機都是美軍用了很久退役後又賣給台灣的，美軍當垃圾處理，結果你們拿著當寶貝。。。出了這樣的事，也沒什麼好說的,-1,1349
再有感發一下牢騷，像烈火英雄和3.30四川涼山森林火災，31名年輕的消防隊員消失，連尸骨都沒留下，瞬間氣化唯一的好處就是沒受太多苦痛，但也隻有中國大陸有這樣的人民和軍人！美國之所以在80年代聯合中國對抗蘇聯直至解體蘇聯，那是50年代抗美援朝打出來的尊嚴，是無數自願軍戰士用血肉對抗鋼鐵洪流甚至差點創造全殲美國陸軍第一集團軍的創舉！在現在的和平年代，對抗打壓，我軍我民都時刻準備著...,-1,1350
比起美軍的苦差多了我有親屬在那裡我比較過別天到晚想討賞小百姓也當過兵沒有人要你非做不可,0,1351
可以想像最近幾週的上半集大概都會是鞭屍國民黨的題材可以理解汪浩為什麼要趁機去休假寫書旅遊因為沒什麼意思了倒是下半集中美貿易戰偶而還可以一看,0,1352
"美國大流氓特朗普,善有善報,惡有惡報,真主黨早晚會取他人頭.",-1,1353
美軍上岸是不穿軍裝的，你完全不可能知道他是軍人，又沒有配槍。香港本來就很多很多外國人。黑警知法犯法，牠英國人，美國人，德國人都逮捕過。,0,1354
天啊竟然還有這麼多人支持草包他如果真的當選我真的不想回台灣了拜託拜託請你們真的不要讓他當選我在美國你們同在,0,1355
韓在發表會準備很厲害看起來像狂背達人，實際上當選後開始擺爛，要洗台灣人民的錢囉！要讓5~10年後的年輕人破產囉，老人發大財囉！保票退休老人萬歲、萬歲、萬歲，要跟中共好朋友共同打敗美國囉，還不是年輕人去打！查Google就說人家新潮流，google可以隨意編輯，這樣也給別人中槍。,0,1356
中國去美化，使用管仲經濟戰策略高價買鹿，中華文化經髓，美國死定。中國大陸回去研究一下，就可打勝戰。,-1,1357
不厲害，為什麼被制裁？美國的制裁是單方面的，美國不等於聯合國，懂？中國本身就是電子強國，中興是因為美國不賣芯片，華為受到了什麼損失？華為芯片自己設計，讓台積電代工，美國如果對華為有什麼有用的反制措施的話，就不會拿夢晚舟做人質要挾華為了，美國哪一家公司有5G？華為2019銷量已經超越蘋果了，蘋果可以賣到中國，但華為不能賣到美國，真的是安全問題？華為在台灣可以買，印度可以買，德國，法國，英國都可以買，他們怎麼不說有安全問題？一加7por在美國發售，在極客中特別受追捧，美國人已經厭倦了蘋果的無創新，充電慢，拍照差，運行內存低，一加7por有12G的運行內存，蘋果11por是4個G，像素方面一加4800萬像素，蘋果1200萬，說到創新，蘋果一個劉海屏賣了幾代，中國前年劉海屏，去年水滴屏，今年升降屏，我的手機就是升降攝像頭，隱藏在手機頂部，人臉識別直接升上來，帥爆，速度又快，整個手機就是一塊屏幕，充電一個小時就滿了，中國的創新你又不了解，又說沒有，台灣有什麼創新？我們有量子衛星，全球隻有中國有量子通訊，量子沒有規律，無法攔截，還造出了量子計算機，台灣有什麼？華為還有5G，以後就算你台灣人不管用誰的5G，都要給華為交專利費，因為有30%的硬技術是華為的，繞不過去的，華為就算不賣5G，光收專利費都能收10年，高通，蘋果，谷歌，亞馬遜，全世界隻要用5G，就要交錢，所以知道美國為什麼打壓華為的5G嗎？利潤是源源不斷的，代工才賺幾個錢？一部蘋果手機，台積電和蘋果誰賺的多？未來沒有什麼比5G跟賺錢的，你台灣算什麼？敢在中國面前說三道四？中國和美國打了兩年貿易戰，這中間隨便抽出一點流水出來打壓台灣經濟，台灣經濟直接崩潰，還記得上次中國是怎麼經濟打壓韓國的嗎？韓國毫無招架之力，台灣不要逼中國動你，中國真出招整你台灣的時候，你自問一下，你接的住嗎？,-1,1358
兩岸統一，天下無敵。兩岸分裂，美日茹血。利害關係，天下盡悉。唯有藍綠，無恥奇葩。中華民國名存實亡，國共關係結束！習近平亮劍。第一，國民黨狐狸尾巴露出來了，根本沒有什麼未來一中。第二，放棄了統一的願景，狗民黨徹底淪為鬼島流寇。第三，台灣和新疆西藏並列，已經喪失了特別行政區資格。這次真的要感謝菜菜子，把所有人的兩面三刀全部暴露了。隻有現在還繼續堅持為了中國統一的台灣人（比如新黨）才是以後值得給予大任的。國民黨表示和大陸不用談統獨，直接談和平協議。不談統獨你是想讓台灣直接和平獨立成功了？你比蔡英文還搞笑嗎？倆蔣之後再無民國。黃埔精神無人紀念，三民主義蕩然無存。一派胡言為求私利，妖言惑眾禍害人間。一中各表國民黨，隻經不政變孬包。以拖待變騙大陸，還有幾年可以吹。,0,1359
我在美國我的兩個兒子念大學都是政府補助因為低收入學費全免連房租都包了.,1,1360
說實在陸資金撤回很多門檻中國是外匯管制國家因中美貿易很多口子被封以前香港路徑都行不通。,0,1361
你們這些支持蔡英文的人有誰可說出她哪裡好，(外交):斷交七個邦交國，(國防):誤射飛戰，營區地上多處找到毒品，沒買到匿縱垂直起降飛機B35而用價格高於B35買將近淘汰沒匿縱的F16V，沒匿縱打的過匿縱飛機嗎？南韓，曰本，新加坡都買到B35隻有我們買不到，(兩岸):因民進黨配合美國暗助反送中，造成兩岸關係更惡劣，沒收陸客，下一步可能斷三通，最後可能武統，這樣的總統選了臺灣會很危險，最重要的是兩岸緊張我們的經濟會越來越差，生活會越來越苦。,-1,1362
這是美國議員自己說的好不好...,0,1363
美國投資那麼多錢，問題是召了多少員工才是重點!,0,1364
CatherineLV美國是自由民主的干涉，老共是獨裁專制的干涉，不可同日而語,1,1365
德國這二次美國手下敗將也敢在川普旁邊裝得一幅不可一試的樣子。,1,1366
@senseduce一份研究報告稱，儘管經濟和零售銷售放緩，但預計今年中國將超過美國成為世界最大的商品消費國。總部位於紐約的研究公司eMarketer在周三發布的最新預測中，分析師預測，中國今年年底的零售總額將達到50740億美元，比美國的預期高出1000億美元以上。,0,1367
臺灣夾在中美之間的立場找就不是新聞了。蔣家執政時就延伸開始了。臺灣因地理位置被大陸和美國利用不是誰坐上那位子就可以改變的。未來4年國際間情勢動盪，中東虐戰持續，美國霸凌干涉多國內戰，地球生變身為這大環境一員的臺灣要有世界觀，這未來4年臺灣總統不好當。要能個領導臺灣衝破關關靠驗。韓國瑜的最大問題就是他不是個一個領袖的料。他是個聰明人但今天他不能領導。國民黨選舉失敗後如何檢討歸究他責任就是很清楚一件事。我們選對了總統。高雄人的選票就是答案。當這麼多人不和你握手，你已經是在嚴重的情況中了。,0,1368
中國的中資企業比龍卷風還要厲害，怎麼不叫美國和其他國家不妒忌與害怕呀！這也是排華及仇恨華人的原因之一啊！,-1,1369
有誰知道蔡英文獨步衝刺不衝動？牠沖不沖動不由牠，由美國這個提綫木偶操作者。如果再像以前那樣傻逼發撒錢💰，傷了在台灣一心想統一的人民，更傷了國內民眾的心！給了那麼多好處，國民黨想獨臺，民進黨想臺獨，這是我們想要的結果嗎？如果不是，那有什麼措施啊？要急，不是不要急！如果我們統一了，台灣島上連一個中國人都找不到了，我們對的起那些眼巴巴等我們統一臺灣的台灣同胞嗎？,-1,1370
這位網友，我很好奇新中國建立70年沒有主動發起過一場戰爭，為什麼中國崛起會威脅世界和平這種論調會出現在當今國際社會。美國建國200百多年，卻一直在世界各地發動戰爭，這種行為為什麼是愛好和平的象征？我特別想知道為什麼？,-1,1371
笑死人了，台灣拿什麼跟對岸打戰啊？靠你美國的爸爸嗎？,-1,1372
趙少康的節目越看越讓人討厭。趙少康就是個舔美爹屁股眼的代表人物,-1,1373
事情看前因後果、民進黨利用香港炒作台灣的民粹主義、國民黨批評也不是，反對也不是。阿亮也不敢公開反對利用民粹的部分民進黨人。不管如何發展，暴力就是不對，打砸燒就是譴責，與你不同言論就暴打絕對是民主倒車。香港再發展下去會如何？平靜的想想，歐美都不可信，黃皮膚黑頭髮的中國人在眼下永遠不可能被國際認同，最後世界還是看拳頭大小，美國到處放火掠奪資源導致中東內戰不斷，現在川普明擺的四處霸凌所有人，又有人敢說話？,-1,1374
笑死人了，冥盡擋罷韓竟然會找香港人，日本人，美國人，利用竟外勢力干涉中華民國的選舉，你們這些綠嘴有夠瞎扯，睜眼說瞎話有夠不要臉，揮文是説最基本的韓粉票好嗎？綠媒2020你們準備下架吧！,-1,1375
美國人放的毒，台灣人也跑不了，這是基因生物戰。血債血償！,-1,1376
准備戰斗吧。美國人看起來已經開始全面進攻了。別再期盼雙贏了。該出手時出手，僅僅是被動的應對美國的出招是不行的。得主動發起進攻。,-1,1377
.台灣這些媒介真是洋奴才·，怎麼不報美國流感死了幾百人呢?,-1,1378
臺灣不能像美國ㄧ樣嗎？所有黨對外共同抗敵，對內可以用不同經營國家的方式爭取選票，不要隻能鬥統或獨，臺灣不會想和中共國統一啦！,1,1379
"Reallyboringnews!!!Everysingledayjustusingthepoll#toconfusetheviewers!Thepolljustareference,totallybasedonallthe#wasstupid!WhatwrongwiththemedianewsinTaiwan!!!Soannoying!Unbelievable!WakeUpandbeyourownboss,maketherightdecisiononthe2020election!:(:(:(查登革熱歷史悠久防疫視同作戰2014年死傷約15000人依古代軍法前線指揮官市長秋後問斬FormanyconsiderationsTaiwangovernmenthastointervene陳同佳criminalcase.行政院長要求韓依公文程序申請緊急軍費貽誤軍機夷三族(可上訴)TheartofPoliticsforUKtoplayoffContinentalEuropeiscalledBalanceofPower.InthepastUKwithGermanybeatoffNapoleon.UKwithFranceandUSAbeatoffHitler.TherealdisputeinTaiwanishowtolivewithMainlandChina.",0,1380
@ParisLee很很簡單，美國要靠台灣在太平洋牽制中國呀，至於台灣人民活得好不好，他們會care嗎？,-1,1381
關鍵時刻走狗們搞鬼強刪我的貼文一個媒體竟敢箝制人民言論自由順獨者昌順統者亡一群關鍵時刻人渣敗類歷史罪人在逼2300萬台灣軍民做美國第一島鏈替死鬼做美國第一線炮灰做美國攻擊中華民族復興賣國賊你們替美國洗腦台灣軍民讓台灣成為戰場菜陰魂可以逃你們也要逃2300萬軍民逃得了嗎？,-1,1382
在美國普通人你想買房子向銀行貸款也同樣要提供工作證明、報稅資料和年收入多少做為銀行的參考評估，否則根本借不了錢買房的⋯一個沒有在工作的人是不可能借到錢的，除非你直接用現金一口氣把房子買下來,0,1383
中共就是個大騙子！中共黨媒就是一神經病：說南京大屠殺時說歷史不能忘記‘說文化大革命時’就說不要揪著歷史不放，說中美聯合公報時。說美國要格守承諾。說中英聯合聲明時，說那是歷史文件不具現實意義。真心不要臉！,0,1384
國民黨的人拿中共的錢拿太多了~回不了頭了~美國當然不會隻是看著~留證據隻為今天~中共的錢那有那麼好賺的,1,1385
民進黨用的都是什麼人啊！？這麼離譜的事都干得出來，如果是在美國早被炒了，什麼樣的黨出什麼樣的黨員，上梁不正下梁歪。,0,1386
聽說大陸的習近平大元帥⋯⋯大概受到了法輪功信徒的啟發⋯⋯所以他山寨了基督教。他說，要以黨的核心為核心，核心裡要以習近平的思想為中心，相信習近平相信黨⋯⋯歐買尬.我都要慷慨激昂了。這招好像有效，所以中國留學生到國外⋯⋯一樣大喊共產主義最好，台灣是我們的，香港是我們的。誰說大陸沒有宗教的...大陸🈶️⋯⋯濃濃的洗腦⋯⋯中國的共產黨，馬列思想超進化版.還感動了全球的華人，紛紛跑來為他進行2025中國製造⋯⋯4000人核心成員。連統促黨的領導都說，中國是我的上帝，我可以為他而死⋯⋯太厲害了⋯⋯共產黨員，應該每天睡前都這樣的，偉大的習近平主席，請你保佑中國的官員不要拿我的錢睡女明星，送自己的小孩移民美國，把我的錢轉到國外去，那我的錢蓋豪華房子.....,0,1387
美國人做賊喊抓賊是美國人的老習慣。,-1,1388
呼籲中國大陸對反送中的港獨勢力不可縱容，要嚴加懲治，有不服者強行抓捕帶回內陸審判治罪。千萬不要像蔣經國對待幾十年前民進黨搞台獨運動，所選擇的過度仁慈放縱與接納；造就今日的禍國殃民!對待暴亂之民用霹靂手段整治鎮壓才能顯菩薩心腸!才能長治久安!呼籲中共管理當局萬萬不可縱容港獨勢力，以免港獨食髓知味成為民進黨第二，以免港獨聯合美國日本台獨禍害全中國!---逃犯條例這是好法條不犯罪怕什麼?港獨老是戴者口罩偷偷摸摸個個都像賊人一樣丟臉!可恥!整天暴動害的商家都不能做生意還攻擊人破壞公署妨礙交通阻斷工作港獨根本就是低端香港暴徒呼籲中共管理當局萬萬不可縱容以免港獨食髓知味成為民進黨第二聯合美國日本禍害全中國!,-1,1389
現在的台灣真的太極端了。現在不是大陸喊打喊殺，而是台灣喊打喊殺，我就想說你們有什麼想法，訴求，意願或者方案干嘛不和大陸溝通一下？大家坐下來好好談，談出一個大家都能接受的和平共處的方案難道不好嗎？我們又沒有什麼深仇大恨，相反我們是一個祖先。干嘛非得你死我活？整天說大陸要武統，你們不搞獨立大陸為什麼要武統，我們難道不能簽署一個合作共處的關系法案出來嗎？大陸一直主張和平解決，一直想和你們對話，可是你們缺越來越自閉，我們能怎麼辦，讓你們獨立，然後幫著美國搞大陸？你們覺得可能嗎？,-1,1390
